2017-12-31 18:53:53.842 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'requestContextFilter' to: [/*]
2017-12-31 18:53:54.500 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter -Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1b250b4: startup date [Sun Dec 31 18:53:52 CST 2017]; root of context hierarchy
2017-12-31 18:53:54.582 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/messageComponents],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.CommonController.messageComponents()
2017-12-31 18:53:54.583 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/transError],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.CommonController.transError()
2017-12-31 18:53:54.583 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/msgCount],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.CommonController.MsgCount()
2017-12-31 18:53:54.584 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/messageKeyInfo],methods=[GET]}" onto public java.util.List<java.util.Map<java.lang.String, java.lang.Object>> org.springboot.esbcollecthelper.web.DataTableController.msgKeyInformationPick(java.lang.String,java.lang.String,java.lang.String)
2017-12-31 18:53:54.584 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/customMsg],methods=[POST]}" onto public java.lang.String org.springboot.esbcollecthelper.web.DataTableController.customMsg(java.util.Map<java.lang.String, java.lang.String>)
2017-12-31 18:53:54.585 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/downByFileName],methods=[GET],produces=[application/octet-stream;charset=UTF-8]}" onto public org.springframework.http.ResponseEntity<byte[]> org.springboot.esbcollecthelper.web.DataTableController.downByFileName(java.lang.String) throws java.lang.Exception
2017-12-31 18:53:54.585 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/sendMsg],methods=[GET]}" onto public java.lang.String org.springboot.esbcollecthelper.web.DataTableController.sendMsg(java.lang.String)
2017-12-31 18:53:54.586 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/otherError],methods=[GET],produces=[application/octet-stream;charset=UTF-8]}" onto public org.springframework.http.ResponseEntity<byte[]> org.springboot.esbcollecthelper.web.TransErrorController.otherError() throws java.io.IOException
2017-12-31 18:53:54.586 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/valueTooLarge],methods=[GET],produces=[application/octet-stream;charset=UTF-8]}" onto public org.springframework.http.ResponseEntity<byte[]> org.springboot.esbcollecthelper.web.TransErrorController.valueTooLarge() throws java.io.IOException
2017-12-31 18:53:54.586 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/errorLeftCount],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.TransErrorController.errorLeftCount()
2017-12-31 18:53:54.588 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2017-12-31 18:53:54.588 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2017-12-31 18:53:54.620 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping -Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-31 18:53:54.620 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping -Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-31 18:53:54.658 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping -Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-12-31 18:53:54.682 [main] INFO  o.s.b.a.w.WebMvcAutoConfiguration$WelcomePageHandlerMapping -Adding welcome page: class path resource [public/index.html]
2017-12-31 18:53:54.898 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter -Registering beans for JMX exposure on startup
2017-12-31 18:53:54.906 [main] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor -No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2017-12-31 18:53:55.002 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer -Tomcat started on port(s): 8080 (http)
2017-12-31 18:53:55.006 [main] INFO  o.s.esbcollecthelper.Application -Started Application in 3.178 seconds (JVM running for 3.699)
2018-01-11 11:06:19.341 [main] INFO  o.s.esbcollecthelper.Application -Starting Application on jxbai-PC with PID 1196 (E:\github\SpringBoot-MyWork\SpringBoot-EsbCollectHelper\target\classes started by lenovo in E:\github\SpringBoot-MyWork\SpringBoot-EsbCollectHelper)
2018-01-11 11:06:19.343 [main] INFO  o.s.esbcollecthelper.Application -No active profile set, falling back to default profiles: default
2018-01-11 11:06:19.393 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext -Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1b250b4: startup date [Thu Jan 11 11:06:19 CST 2018]; root of context hierarchy
2018-01-11 11:06:20.177 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker -Bean 'org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration' of type [class org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-01-11 11:06:20.250 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker -Bean 'validator' of type [class org.springframework.validation.beanvalidation.LocalValidatorFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-01-11 11:06:20.279 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker -Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$7175a707] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-01-11 11:06:20.931 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer -Tomcat initialized with port(s): 8080 (http)
2018-01-11 11:06:20.940 [main] INFO  o.a.catalina.core.StandardService -Starting service Tomcat
2018-01-11 11:06:20.941 [main] INFO  o.a.catalina.core.StandardEngine -Starting Servlet Engine: Apache Tomcat/7.0.59
2018-01-11 11:06:21.073 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
2018-01-11 11:06:21.073 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader -Root WebApplicationContext: initialization completed in 1681 ms
2018-01-11 11:06:21.175 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean -Mapping servlet: 'dispatcherServlet' to [/]
2018-01-11 11:06:21.177 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'characterEncodingFilter' to: [/*]
2018-01-11 11:06:21.177 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-01-11 11:06:21.177 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-01-11 11:06:21.178 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'requestContextFilter' to: [/*]
2018-01-11 11:06:32.393 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter -Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1b250b4: startup date [Thu Jan 11 11:06:19 CST 2018]; root of context hierarchy
2018-01-11 11:06:32.454 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/messageComponents],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.CommonController.messageComponents()
2018-01-11 11:06:32.455 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/msgCount],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.CommonController.MsgCount()
2018-01-11 11:06:32.455 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/transError],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.CommonController.transError()
2018-01-11 11:06:32.456 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/messageKeyInfo],methods=[GET]}" onto public java.util.List<java.util.Map<java.lang.String, java.lang.Object>> org.springboot.esbcollecthelper.web.DataTableController.msgKeyInformationPick(java.lang.String,java.lang.String,java.lang.String)
2018-01-11 11:06:32.457 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/downByFileName],methods=[GET],produces=[application/octet-stream;charset=UTF-8]}" onto public org.springframework.http.ResponseEntity<byte[]> org.springboot.esbcollecthelper.web.DataTableController.downByFileName(java.lang.String) throws java.lang.Exception
2018-01-11 11:06:32.457 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/customMsg],methods=[POST]}" onto public java.lang.String org.springboot.esbcollecthelper.web.DataTableController.customMsg(java.util.Map<java.lang.String, java.lang.String>)
2018-01-11 11:06:32.457 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/sendMsg],methods=[GET]}" onto public java.lang.String org.springboot.esbcollecthelper.web.DataTableController.sendMsg(java.lang.String)
2018-01-11 11:06:32.458 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/otherError],methods=[GET],produces=[application/octet-stream;charset=UTF-8]}" onto public org.springframework.http.ResponseEntity<byte[]> org.springboot.esbcollecthelper.web.TransErrorController.otherError() throws java.io.IOException
2018-01-11 11:06:32.459 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/errorLeftCount],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.TransErrorController.errorLeftCount()
2018-01-11 11:06:32.459 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/valueTooLarge],methods=[GET],produces=[application/octet-stream;charset=UTF-8]}" onto public org.springframework.http.ResponseEntity<byte[]> org.springboot.esbcollecthelper.web.TransErrorController.valueTooLarge() throws java.io.IOException
2018-01-11 11:06:32.461 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-01-11 11:06:32.461 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2018-01-11 11:06:32.489 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping -Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-11 11:06:32.490 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping -Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-11 11:06:32.550 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping -Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2018-01-11 11:06:32.580 [main] INFO  o.s.b.a.w.WebMvcAutoConfiguration$WelcomePageHandlerMapping -Adding welcome page: class path resource [public/index.html]
2018-01-11 11:06:32.932 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter -Registering beans for JMX exposure on startup
2018-01-11 11:06:32.944 [main] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor -No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2018-01-11 11:06:32.998 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer -Tomcat started on port(s): 8080 (http)
2018-01-11 11:06:33.003 [main] INFO  o.s.esbcollecthelper.Application -Started Application in 13.946 seconds (JVM running for 14.478)
2018-01-11 11:06:36.813 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring FrameworkServlet 'dispatcherServlet'
2018-01-11 11:06:36.814 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -FrameworkServlet 'dispatcherServlet': initialization started
2018-01-11 11:06:36.827 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -FrameworkServlet 'dispatcherServlet': initialization completed in 13 ms
2018-01-11 16:20:45.435 [main] INFO  o.s.esbcollecthelper.Application -Starting Application on jxbai-PC with PID 12540 (E:\github\SpringBoot-MyWork\SpringBoot-EsbCollectHelper\target\classes started by lenovo in E:\github\SpringBoot-MyWork\SpringBoot-EsbCollectHelper)
2018-01-11 16:20:45.437 [main] INFO  o.s.esbcollecthelper.Application -No active profile set, falling back to default profiles: default
2018-01-11 16:20:45.492 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext -Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1b250b4: startup date [Thu Jan 11 16:20:45 CST 2018]; root of context hierarchy
2018-01-11 16:20:46.515 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker -Bean 'org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration' of type [class org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-01-11 16:20:46.587 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker -Bean 'validator' of type [class org.springframework.validation.beanvalidation.LocalValidatorFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-01-11 16:20:46.614 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker -Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$77f78036] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-01-11 16:20:47.344 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer -Tomcat initialized with port(s): 8080 (http)
2018-01-11 16:20:47.380 [main] INFO  o.a.catalina.core.StandardService -Starting service Tomcat
2018-01-11 16:20:47.381 [main] INFO  o.a.catalina.core.StandardEngine -Starting Servlet Engine: Apache Tomcat/7.0.59
2018-01-11 16:20:47.526 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
2018-01-11 16:20:47.526 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader -Root WebApplicationContext: initialization completed in 2034 ms
2018-01-11 16:20:47.634 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean -Mapping servlet: 'dispatcherServlet' to [/]
2018-01-11 16:20:47.636 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'characterEncodingFilter' to: [/*]
2018-01-11 16:20:47.636 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-01-11 16:20:47.637 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-01-11 16:20:47.637 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'requestContextFilter' to: [/*]
2018-01-11 16:20:59.860 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter -Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@1b250b4: startup date [Thu Jan 11 16:20:45 CST 2018]; root of context hierarchy
2018-01-11 16:20:59.926 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/messageComponents],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.CommonController.messageComponents()
2018-01-11 16:20:59.927 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/msgCount],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.CommonController.MsgCount()
2018-01-11 16:20:59.927 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/transError],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.CommonController.transError()
2018-01-11 16:20:59.928 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/sendMsg],methods=[GET]}" onto public java.lang.String org.springboot.esbcollecthelper.web.DataTableController.sendMsg(java.lang.String)
2018-01-11 16:20:59.929 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/customMsg],methods=[POST]}" onto public java.lang.String org.springboot.esbcollecthelper.web.DataTableController.customMsg(java.util.Map<java.lang.String, java.lang.String>)
2018-01-11 16:20:59.929 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/xmlKeyMap],methods=[GET]}" onto public java.util.Map<java.lang.String, java.lang.Object> org.springboot.esbcollecthelper.web.DataTableController.xmlKeyMap() throws java.lang.Exception
2018-01-11 16:20:59.929 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/downByFileName],methods=[GET],produces=[application/octet-stream;charset=UTF-8]}" onto public org.springframework.http.ResponseEntity<byte[]> org.springboot.esbcollecthelper.web.DataTableController.downByFileName(java.lang.String) throws java.lang.Exception
2018-01-11 16:20:59.930 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/messageKeyInfo],methods=[GET]}" onto public java.util.List<java.util.Map<java.lang.String, java.lang.Object>> org.springboot.esbcollecthelper.web.DataTableController.msgKeyInformationPick(java.lang.String,java.lang.String,java.lang.String)
2018-01-11 16:20:59.930 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/otherError],methods=[GET],produces=[application/octet-stream;charset=UTF-8]}" onto public org.springframework.http.ResponseEntity<byte[]> org.springboot.esbcollecthelper.web.TransErrorController.otherError() throws java.io.IOException
2018-01-11 16:20:59.931 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/valueTooLarge],methods=[GET],produces=[application/octet-stream;charset=UTF-8]}" onto public org.springframework.http.ResponseEntity<byte[]> org.springboot.esbcollecthelper.web.TransErrorController.valueTooLarge() throws java.io.IOException
2018-01-11 16:20:59.931 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/api/errorLeftCount],methods=[GET]}" onto public java.util.Map org.springboot.esbcollecthelper.web.TransErrorController.errorLeftCount()
2018-01-11 16:20:59.933 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2018-01-11 16:20:59.933 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
